date,high,open,close,low,amount,vol
20060419,1324.75,1.75,1317,1311.75,0.403846154,13
20060420,1324,0,1317,1312,0.416666667,12
20060423,1318.5,-2.5,1314.5,1309,0.578947368,9.5
20060424,1316.75,-5,1309.5,1304.25,0.42,12.5
20060425,1316.5,-0.5,1309,1307.75,0.142857143,8.75
20060426,1321,6,1315,1300.25,0.710843373,20.75
20060427,1322,1,1316,1310.75,0.466666667,11.25
20060430,1322.5,-7.75,1308.25,1307,0.080645161,15.5
20060501,1319,9.75,1318,1308.25,0.906976744,10.75
20060502,1318.75,-5.75,1312.25,1308,0.395348837,10.75
20060503,1320,4.75,1317,1311.25,0.657142857,8.75
20060504,1331.25,12,1329,1316.25,0.85,15
20060507,1331,-1.75,1327.25,1326.75,0.117647059,4.25
20060508,1331,2,1329.25,1325.75,0.666666667,5.25
20060509,1330,-1.5,1327.75,1320.75,0.756756757,9.25
20060510,1330.5,-16,1311.75,1307.25,0.193548387,23.25
20060511,1312.75,-17.5,1294.25,1293.5,0.038961039,19.25
20060514,1299,3,1297.25,1285.25,0.872727273,13.75
20060515,1301.5,-2.25,1295,1291.75,0.333333333,9.75
20060516,1299.75,-26,1269,1268.25,0.023809524,31.5
20060517,1278,-6,1263,1261.5,0.090909091,16.5
20060518,1275.5,7.75,1270.75,1258.25,0.724637681,17.25
20060521,1274,-8.75,1262,1255.25,0.36,18.75
20060522,1276.5,-9.5,1252.5,1252,0.020408163,24.5
20060523,1267,8.5,1261,1246.75,0.703703704,20.25
20060524,1276.5,15,1276,1257.75,0.973333333,18.75
20060525,1283.25,6.75,1282.75,1274,0.945945946,9.25
20060528,1283.25,-2.75,1280,1279.75,0.071428571,3.5
20060529,1281.75,-20,1260,1259.25,0.033333333,22.5
20060530,1273.25,12,1272,1256,0.927536232,17.25
20060531,1287.75,13.75,1285.75,1266.25,0.906976744,21.5
20060601,1294,2.5,1288.25,1281.25,0.549019608,12.75
20060604,1288.5,-18.75,1269.5,1265.75,0.164835165,22.75
20060605,1273.75,-3.75,1265.75,1255.25,0.567567568,18.5
20060606,1273.75,-9.75,1256,1254.75,0.065789474,19
20060607,1261.25,-0.5,1255.5,1235.25,0.778846154,26
20060608,1274.25,6,1261.5,1260.5,0.072727273,13.75
20060611,1268.75,-14.5,1247,1245.5,0.064516129,23.25
20060612,1255.25,-14.5,1232.5,1232,0.021505376,23.25
20060613,1242.75,8.75,1241.25,1229,0.890909091,13.75
20060614,1270.75,26.5,1267.75,1241,0.899159664,29.75
20060615,1268,-7.75,1260,1256.75,0.288888889,11.25
20060618,1267,-11.5,1248.5,1247.25,0.063291139,19.75
20060619,1260,4,1252.5,1247.5,0.4,12.5
20060620,1268.5,9.25,1261.75,1249,0.653846154,19.5
20060621,1266.75,-5.75,1256,1251,0.317460317,15.75
20060622,1264,-0.5,1255.5,1251,0.346153846,13
20060625,1261.25,4.75,1260.25,1253.25,0.875,8
20060626,1263.25,-10.5,1249.75,1248,0.114754098,15.25
20060627,1258,8,1257.75,1246.5,0.97826087,11.5
20060628,1283.75,24.75,1282.5,1257,0.953271028,26.75
20060629,1287.25,-3,1279.5,1279.25,0.03125,8
20060702,1289.75,8.75,1288.25,1281.5,0.818181818,8.25
20060703,1288.25,-0.5,1287.75,1285.75,0.8,2.5
20060704,1288.25,-8,1279.75,1274,0.403508772,14.25
20060705,1287.5,3,1282.75,1278,0.5,9.5
20060706,1290,-7.75,1275,1271,0.210526316,19
20060709,1282.75,2,1277,1272.5,0.43902439,10.25
20060710,1282.5,5.25,1282.25,1267.5,0.983333333,15
20060711,1283.75,-14,1268.25,1264.5,0.194805195,19.25
20060712,1269.75,-20.75,1247.5,1246.75,0.032608696,23
20060713,1251.5,-5.25,1242.25,1235,0.439393939,16.5
20060716,1247.5,-1.75,1240.5,1234.75,0.450980392,12.75
20060717,1246.75,5.25,1245.75,1231,0.936507937,15.75
20060718,1269,16.75,1262.5,1244,0.74,25
20060719,1269,-8.25,1254.25,1252.5,0.106060606,16.5
20060720,1260.25,-9.5,1244.75,1243.5,0.074626866,16.75
20060723,1269,22.75,1267.5,1243.5,0.941176471,25.5
20060724,1278.75,4,1271.5,1262.5,0.553846154,16.25
20060725,1279.75,1.75,1273.25,1266.75,0.5,13
20060726,1281.75,-1,1272.25,1266.75,0.366666667,15
20060727,1286,12,1284.25,1270.5,0.887096774,15.5
20060730,1284.25,-2.5,1281.75,1279,0.523809524,5.25
20060731,1283,-5,1276.75,1270.25,0.509803922,12.75
20060801,1288.25,7.5,1284.25,1275.75,0.68,12.5
20060802,1289,3,1287.25,1274.75,0.877192982,14.25
20060803,1297.75,-1.25,1286,1278,0.405063291,19.75
20060806,1285.75,-3.75,1282.25,1277,0.6,8.75
